NO,ID,OT,latitude,longitude,DEPTH,MAG,ML,MC,MW,NST,RMS,GAP,lat_e,long_e,dp_e,L,FELT, STRIKE, DIP, RAKE
2917,14-2351-36L.S202310,2023-10-14 17:51,  14.980,  -87.543,   1.6,  3.8,  3.8,     ,     ,  17, 1.40, 131,   3.0,   2.0,  4.5 , L  ,-,      ,      ,     
2918,15-1402-54L.S202310,2023-10-15 08:02,  12.294,  -88.494,   5.6,  3.5,  3.5,     ,     ,  12, 0.65, 239,   7.2,   5.3,  11.6, L  ,-,      ,      ,     
2919,15-1857-43L.S202310,2023-10-15 12:57,  15.005,  -87.491,   1.9,  3.6,  3.6,     ,     ,  13, 0.87, 216,   3.0,   2.6,  3.2 , L  ,-,      ,      ,     
2920,15-2244-39L.S202310,2023-10-15 16:44,  12.174,  -88.593,  11.9,  4.4,  4.4,     ,     ,  45, 0.87, 221,   4.2,   2.7,  5.7 , L  ,-,      ,      ,     
2921,16-2009-38L.S202310,2023-10-16 14:09,  15.202,  -94.171,  25.0,  3.9,  3.9,     ,     ,   9, 0.74, 343,  12.9,   5.3,   0.0, L  ,-,      ,      ,     
2922,16-2242-49L.S202310,2023-10-16 16:42,  14.422,  -90.586,   3.8,  1.2,  1.2,     ,     ,   4, 0.09, 181,   7.5,  13.2,   9.9, L  ,-,      ,      ,     
2923,17-0223-32L.S202310,2023-10-16 20:23,  13.238,  -89.944,  19.5,  2.9,  2.9,     ,     ,  11, 0.40, 271,   4.9,   3.7,  5.9 , L  ,-,      ,      ,     
2924,17-0258-03L.S202310,2023-10-16 20:58,  14.448,  -92.649,   4.0,  2.8,  2.8,     ,     ,   7, 0.18, 311,   5.1,  11.1,  10.3, L  ,-,      ,      ,     
2925,17-0325-27L.S202310,2023-10-16 21:25,  16.045,  -91.393,   1.0,  2.7,  2.7,     ,     ,  10, 0.31, 166,   2.8,   2.6,  2.9 , L  ,-,      ,      ,     
2926,17-0608-19L.S202310,2023-10-17 00:08,  14.338,  -90.258,   2.8,  1.5,  1.5,     ,     ,   5, 0.27, 119,   2.1,   2.2,  0.0 , L  ,-,      ,      ,     
2927,17-1115-57L.S202310,2023-10-17 05:15,  15.395,  -94.890,   0.0,  4.3,  4.3,     ,     ,   8, 0.79, 184,   3.8,   3.8,  0.0 , L  ,-,      ,      ,     
2928,17-1200-55L.S202310,2023-10-17 06:00,  14.477,  -90.393,   1.7,  1.8,  1.8,     ,     ,   4, 0.09, 204,   5.0,   3.1,  7.5 , L  ,-,      ,      ,     
2929,17-1810-27L.S202310,2023-10-17 12:10,  13.940,  -90.521,  10.2,  2.8,  2.8,     ,     ,   8, 0.19, 254,   4.1,   3.6,  8.4 , L  ,-,      ,      ,     
2930,18-0059-47L.S202310,2023-10-17 18:59,  15.064,  -92.271,   8.9,  2.1,  2.1,     ,     ,   4, 0.19, 282,   6.1,   8.5,  8.7 , L  ,-,      ,      ,     
2931,18-0401-05L.S202310,2023-10-17 22:01,  14.421,  -90.306,   8.8,  1.4,  1.4,     ,     ,   6, 0.24, 156,   3.3,   4.0,  7.0 , L  ,-,      ,      ,     
2932,18-0401-06L.S202310,2023-10-17 22:01,  14.410,  -90.317,   4.3,  1.3,  1.3,     ,     ,   4, 0.03, 157,   3.2,   4.0,  6.9 , L  ,-,      ,      ,     
2933,18-0602-34L.S202310,2023-10-18 00:02,  14.812,  -89.376,   6.7,  2.7,  2.7,     ,     ,   6, 0.54, 281,   4.9,   4.4,  15.1, L  ,-,      ,      ,     
2934,18-1120-49L.S202310,2023-10-18 05:20,  14.412,  -92.952,  14.4,  3.1,  3.1,     ,     ,  11, 0.44, 263,   4.4,   4.2,  4.9 , L  ,-,      ,      ,     
2935,18-1125-06L.S202310,2023-10-18 05:25,  13.127,  -90.045,  23.7,  2.9,  2.9,     ,     ,   9, 0.38, 302,   5.0,   5.2,  12.0, L  ,-,      ,      ,     
2936,18-1452-38R.S202310,2023-10-18 08:52,  14.493,  -93.875,  17.9,  4.8,  4.8,     ,     ,  20, 0.91, 323,   6.7,   3.8,  0.0 , R  ,-,      ,      ,     
2937,18-2154-12L.S202310,2023-10-18 15:54,  14.834,  -94.196,   2.5,  4.0,  4.0,     ,     ,  29, 0.67, 194,   3.7,   3.3,  28.1, L  ,-,      ,      ,     
2938,18-2206-39L.S202310,2023-10-18 16:06,  14.901,  -87.491,   0.0,  4.2,  4.2,     ,     ,  72, 0.86, 187,   1.1,   1.1,  0.0 , L  ,-,      ,      ,     
2939,19-0523-18L.S202310,2023-10-18 23:23,  12.413,  -88.015,  19.2,  4.6,  4.6,     ,     ,  86, 0.46, 192,   1.8,   1.1,  3.6 , L  ,-,      ,      ,     
2940,19-0744-36L.S202310,2023-10-19 01:44,  15.144,  -93.260,  16.0,  3.8,  3.8,     ,     ,  12, 0.70, 292,   6.1,   7.6,  16.1, L  ,-,      ,      ,     
2941,19-0922-07L.S202310,2023-10-19 03:22,  14.967,  -87.505,   3.1,  3.1,  3.1,     ,     ,   6, 0.49, 213,   8.8,   4.0,  8.5 , L  ,-,      ,      ,     
2942,19-1415-30L.S202310,2023-10-19 08:15,  12.950,  -89.579,  14.9,  3.5,  3.5,     ,     ,  16, 0.32, 268,   4.1,   4.3,  7.9 , L  ,-,      ,      ,     
2943,19-1707-27L.S202310,2023-10-19 11:07,  14.414,  -90.318,   1.4,  3.6,  3.6,     ,     ,  26, 0.38, 108,   1.5,   1.2,  1.5 , L  ,2,      ,      ,     
2944,19-1709-52L.S202310,2023-10-19 11:09,  14.412,  -90.315,   3.0,  2.2,  2.2,     ,     ,   5, 0.10, 149,   3.0,   3.8,  7.4 , L  ,-,      ,      ,     
2945,19-1741-30L.S202310,2023-10-19 11:41,  14.408,  -90.306,   3.9,  1.3,  1.3,     ,     ,   4, 0.11, 154,   2.6,   3.2,  8.8 , L  ,-,      ,      ,     
2946,19-1747-47L.S202310,2023-10-19 11:47,  14.419,  -90.314,   4.0,  2.3,  2.3,     ,     ,   6, 0.08, 150,   2.6,   2.9,  6.2 , L  ,-,      ,      ,     
2947,19-1812-49L.S202310,2023-10-19 12:12,  14.409,  -90.320,   6.8,  1.8,  1.8,     ,     ,  10, 0.35, 110,   1.9,   1.8,  4.5 , L  ,-,      ,      ,     
2948,19-1812-50L.S202310,2023-10-19 12:12,  14.411,  -90.312,   4.5,  1.7,  1.7,     ,     ,   4, 0.10, 150,   2.6,   2.9,  7.8 , L  ,-,      ,      ,     
2949,19-1847-53L.S202310,2023-10-19 12:47,  14.405,  -90.310,   4.7,  1.8,  1.8,     ,     ,   8, 0.19, 109,   2.0,   2.0,  2.3 , L  ,-,      ,      ,     
2950,19-1847-54L.S202310,2023-10-19 12:47,  14.402,  -90.318,   2.3,  1.6,  1.6,     ,     ,   4, 0.20, 145,   2.5,   3.0,  8.9 , L  ,-,      ,      ,     
2951,19-2044-14L.S202310,2023-10-19 14:44,  14.412,  -90.311,   3.4,  1.9,  1.9,     ,     ,   6, 0.09, 151,   3.0,   3.5,  6.2 , L  ,-,      ,      ,     
2952,19-2142-09L.S202310,2023-10-19 15:42,  14.404,  -90.320,   3.2,  1.8,  1.8,     ,     ,   5, 0.13, 145,   3.0,   3.6,  6.9 , L  ,-,      ,      ,     
2953,19-2301-55L.S202310,2023-10-19 17:01,  14.423,  -90.326,  12.8,  1.4,  1.4,     ,     ,  11, 0.38, 106,   2.2,   2.2,  4.6 , L  ,-,      ,      ,     
2954,19-2301-57L.S202310,2023-10-19 17:01,  14.408,  -90.311,   4.1,  1.4,  1.4,     ,     ,   4, 0.05, 151,   5.4,   4.1,  11.8, L  ,-,      ,      ,     
2955,19-2322-33L.S202310,2023-10-19 17:22,  14.384,  -90.327,   1.7,  1.5,  1.5,     ,     ,   5, 0.25, 137,   3.0,   3.9,  7.7 , L  ,-,      ,      ,     
2956,19-2353-12L.S202310,2023-10-19 17:53,  14.414,  -90.308,   3.6,  1.8,  1.8,     ,     ,   7, 0.08, 153,   3.0,   3.5,  6.0 , L  ,-,      ,      ,     
2957,20-0238-32L.S202310,2023-10-19 20:38,  15.739,  -91.135,   2.8,  3.1,  3.1,     ,     ,  21, 0.64, 113,   1.7,   1.4,  1.4 , L  ,0,      ,      ,     
2958,20-0358-34L.S202310,2023-10-19 21:58,  14.410,  -90.310,   2.1,  1.6,  1.6,     ,     ,   6, 0.14, 151,   2.2,   2.3,  5.7 , L  ,-,      ,      ,     
2959,20-0433-30L.S202310,2023-10-19 22:33,  14.164,  -91.958,   6.7,  3.4,  3.4,     ,     ,  14, 0.49, 254,   4.0,   4.3,  6.7 , L  ,-,      ,      ,     
2960,20-0448-53L.S202310,2023-10-19 22:48,  14.439,  -90.315,  11.6,  1.7,  1.7,     ,     ,  15, 0.80, 99 ,  2.3 ,  2.0 , 4.5  , L  ,-,      ,      ,     
2961,20-0509-55L.S202310,2023-10-19 23:09,  14.125,  -92.934,   4.6,  3.3,  3.3,     ,     ,  23, 0.54, 312,   5.6,   5.7,  6.0 , L  ,-,      ,      ,     
2962,20-0642-55L.S202310,2023-10-20 00:42,  14.400,  -90.313,   2.5,  3.3,  3.3,     ,     ,  29, 0.56, 112,   1.4,   0.9,  1.0 , L  ,-,      ,      ,     
2963,20-0713-06L.S202310,2023-10-20 01:13,  14.410,  -90.310,   6.1,  1.4,  1.4,     ,     ,  13, 0.58, 108,   1.8,   1.6,  4.0 , L  ,-,      ,      ,     
2964,20-0729-04L.S202310,2023-10-20 01:29,  14.406,  -90.319,   5.9,  1.4,  1.4,     ,     ,   6, 0.08, 160,   3.0,   3.4,  5.4 , L  ,-,      ,      ,     
2965,20-1137-46L.S202310,2023-10-20 05:37,  13.460,  -91.334,  17.4,  3.4,  3.4,     ,     ,  28, 0.85, 266,   4.8,   3.7,  8.8 , L  ,-,      ,      ,     
2966,20-1632-26R.S202310,2023-10-20 10:32,  13.665,  -89.025,   4.1,  2.4,  2.4,     ,     ,   9, 0.27, 150,   2.9,   2.4,  2.9 , R  ,-,      ,      ,     
2967,20-2010-05L.S202310,2023-10-20 14:10,  13.423,  -90.409,  23.8,  3.2,  3.2,     ,     ,  19, 0.46, 262,   4.2,   2.6,  6.4 , L  ,-,      ,      ,     
2968,20-2204-15L.S202310,2023-10-20 16:04,  14.255,  -93.490,  14.1,  4.5,  4.5,     ,     ,  18, 0.75, 280,   5.8,   5.3,  9.1 , L  ,-,      ,      ,     
2969,20-2253-02L.S202310,2023-10-20 16:53,  14.093,  -93.425,   9.2,  4.0,  4.0,     ,     ,  14, 0.69, 291,   6.4,   5.6,  8.9 , L  ,-,      ,      ,     
2970,20-2300-20L.S202310,2023-10-20 17:00,  14.279,  -93.489,   3.5,  5.2,  5.2,     ,     ,  22, 0.74, 269,   4.2,   5.4,  9.0 , L  ,0,      ,      ,     
2971,21-0114-05L.S202310,2023-10-20 19:14,  16.059,  -91.307,   0.8,  2.6,  2.6,     ,     ,  24, 0.52, 156,   1.9,   1.4,  1.5 , L  ,-,      ,      ,     
2972,21-0114-06L.S202310,2023-10-20 19:14,  16.004,  -91.261,   2.5,  2.2,  2.2,     ,     ,   4, 0.45, 222,   10.,    6., 6 5.7, L  ,-,      ,      ,     
2973,21-0216-11L.S202310,2023-10-20 20:16,  14.206,  -93.371,   4.6,  4.1,  4.1,     ,     ,  17, 0.84, 303,   4.7,   7.6,  8.1 , L  ,-,      ,      ,     
2974,21-0310-25L.S202310,2023-10-20 21:10,  12.867,  -90.967,   5.1,  3.1,  3.1,     ,     ,  14, 0.19, 265,  10.3,   6.2,   9.7, L  ,-,      ,      ,     
2975,21-0333-37L.S202310,2023-10-20 21:33,  14.414,  -90.311,   4.2,  1.7,  1.7,     ,     ,   7, 0.11, 151,   2.5,   3.0,  5.6 , L  ,-,      ,      ,     
2976,21-0411-04L.S202310,2023-10-20 22:11,  15.983,  -91.239,   1.4,  1.9,  1.9,     ,     ,   7, 0.50, 158,   3.1,   2.3,  3.0 , L  ,-,      ,      ,     
2977,21-0420-33L.S202310,2023-10-20 22:20,  15.752,  -88.227,   2.2,  2.0,  2.0,     ,     ,   9, 0.88, 183,   3.4,   2.5,  3.0 , L  ,-,      ,      ,     
2978,21-0420-38L.S202310,2023-10-20 22:20,  15.670,  -88.619,  10.7,  1.7,  1.7,     ,     ,   4, 0.74, 160,   8.6,   3.9,  11.6, L  ,-,      ,      ,     
2979,21-0427-07L.S202310,2023-10-20 22:27,  14.897,  -87.537,   1.4,  4.9,  4.9,     ,     ,  44, 0.70, 130,   1.4,   1.4,  3.9 , L  ,-,      ,      ,     
2980,21-0450-35L.S202310,2023-10-20 22:50,  14.383,  -90.325,   1.1,  1.4,  1.4,     ,     ,   5, 0.22, 138,   2.4,   2.7,  11.8, L  ,-,      ,      ,     
2981,21-0511-25L.S202310,2023-10-20 23:11,  13.536,  -91.211,  18.7,  4.5,  4.5,     ,     ,  54, 0.87, 228,   3.2,   2.3,  6.2 , L  ,0,      ,      ,     
2982,21-0634-52L.S202310,2023-10-21 00:34,  14.213,  -93.460,  20.9,  3.3,  3.3,     ,     ,  11, 0.56, 288,   7.7,   4.8,  15.0, L  ,-,      ,      ,     
2983,21-0821-06L.S202310,2023-10-21 02:21,  14.292,  -93.125,  18.3,  4.4,  4.4,     ,     ,  18, 0.79, 292,   4.8,   4.1,  8.1 , L  ,-,      ,      ,     
2984,21-1705-14L.S202310,2023-10-21 11:05,  14.216,  -93.488,  12.2,  4.9,  4.9,     ,     ,  30, 0.92, 204,   4.1,   3.2,  7.1 , L  ,-,      ,      ,     
2985,21-1710-05L.S202310,2023-10-21 11:10,  14.298,  -93.343,  15.0,  5.0,  5.0,     ,     ,  38, 0.90, 266,   2.9,   3.5,  0.0 , L  ,-,      ,      ,     
2986,21-1952-43L.S202310,2023-10-21 13:52,  14.159,  -91.484,  22.8,  3.1,  3.1,     ,     ,  17, 0.80, 260,   8.7,   7.1,  8.7 , L  ,-,      ,      ,     
2987,21-2112-40L.S202310,2023-10-21 15:12,  14.461,  -90.421,   2.9,  1.5,  1.5,     ,     ,   5, 0.39, 188,   3.7,   2.9,  6.8 , L  ,-,      ,      ,     
2988,22-0018-18L.S202310,2023-10-21 18:18,  14.440,  -90.335,  17.7,  1.4,  1.4,     ,     ,  13, 0.83, 102,   2.3,   2.0,  4.6 , L  ,-,      ,      ,     
2989,22-0018-20L.S202310,2023-10-21 18:18,  14.447,  -90.334,   9.6,  1.3,  1.3,     ,     ,   4, 0.01, 239,   12.,    6., 8 18., L  ,-,      ,      ,     
2990,22-0032-09L.S202310,2023-10-21 18:32,  14.418,  -90.459,  12.5,  1.1,  1.1,     ,     ,  13, 0.71, 87 ,  2.4 ,  2.0 , 3.7  , L  ,-,      ,      ,     
2991,22-0032-11L.S202310,2023-10-21 18:32,  14.499,  -90.426,  10.9,  0.8,  0.8,     ,     ,   3, 0.14, 231,   9.8,   2.8,  10.3, L  ,-,      ,      ,     
2992,22-0126-14L.S202310,2023-10-21 19:26,  14.029,  -92.635,  14.2,  3.5,  3.5,     ,     ,  13, 0.44, 305,   5.2,   5.7,  6.9 , L  ,-,      ,      ,     
2993,22-0228-21L.S202310,2023-10-21 20:28,  14.118,  -93.400,   6.3,  3.9,  3.9,     ,     ,  14, 0.49, 278,   7.4,   5.9,  10.5, L  ,-,      ,      ,     
2994,22-0241-39L.S202310,2023-10-21 20:41,  13.072,  -90.228,  16.5,  3.4,  3.4,     ,     ,  19, 0.50, 271,   2.9,   2.6,  5.4 , L  ,-,      ,      ,     
2995,22-0511-50L.S202310,2023-10-21 23:11,  14.401,  -90.328,   3.5,  1.2,  1.2,     ,     ,   3, 0.16, 165,   3.3,   4.3,  8.1 , L  ,-,      ,      ,     
2996,22-0529-33L.S202310,2023-10-21 23:29,  13.959,  -91.493,  21.6,  2.5,  2.5,     ,     ,  16, 0.46, 263,   5.2,   4.8,  11.7, L  ,-,      ,      ,     
2997,22-0559-13L.S202310,2023-10-21 23:59,  14.204,  -93.512,  11.3,  3.2,  3.2,     ,     ,  10, 0.77, 292,   8.7,   6.1,  10.8, L  ,-,      ,      ,     
2998,22-0726-26L.S202310,2023-10-22 01:26,  14.007,  -92.609,  13.4,  3.0,  3.0,     ,     ,  20, 0.82, 266,   4.4,   3.5,  5.2 , L  ,-,      ,      ,     
2999,22-0858-52L.S202310,2023-10-22 02:58,  13.922,  -91.787,  18.8,  4.2,  4.2,     ,     ,  48, 0.90, 227,   2.5,   2.3,  2.8 , L  ,0,      ,      ,     
3000,22-0919-15L.S202310,2023-10-22 03:19,  13.933,  -92.599,  13.7,  3.0,  3.0,     ,     ,  25, 0.61, 288,   4.6,   5.6,  6.4 , L  ,-,      ,      ,     
3001,22-0930-39L.S202310,2023-10-22 03:30,  14.397,  -90.324,   3.6,  1.1,  1.1,     ,     ,   5, 0.10, 141,   2.7,   3.3,  2.6 , L  ,-,      ,      ,     
3002,22-1235-56L.S202310,2023-10-22 06:35,  15.785,  -90.732,   1.9,  2.5,  2.5,     ,     ,   5, 0.92, 153,   4.0,   1.8,  3.2 , L  ,-,      ,      ,     
3003,22-1544-52L.S202310,2023-10-22 09:44,  14.324,  -92.473,   0.0,  2.5,  2.5,     ,     ,  10, 0.88, 312,  10.4,   4.4,   0.0, L  ,-,      ,      ,     
3004,22-1729-12L.S202310,2023-10-22 11:29,  15.640,  -90.009,   0.0,  2.8,  2.8,     ,     ,  10, 0.93, 122,   2.7,   1.8,  0.0 , L  ,-,      ,      ,     
3005,22-1934-43L.S202310,2023-10-22 13:34,  14.409,  -90.309,   1.1,  3.8,  3.8,     ,     ,  44, 0.35, 104,   1.5,   1.2,  0.0 , L  ,2,      ,      ,     
3006,22-2000-09L.S202310,2023-10-22 14:00,  14.359,  -90.260,   6.1,  1.5,  1.5,     ,     ,   6, 0.55, 174,   3.2,   4.5,  0.0 , L  ,-,      ,      ,     
3007,22-2144-29L.S202310,2023-10-22 15:44,  14.672,  -90.372,   7.7,  1.4,  1.4,     ,     ,   7, 0.36, 209,   5.1,   1.9,  5.4 , L  ,-,      ,      ,     
3008,23-0451-51L.S202310,2023-10-22 22:51,  14.232,  -90.434,   1.5,  1.4,  1.4,     ,     ,   6, 0.16, 214,   3.6,   3.3,  9.3 , L  ,-,      ,      ,     
3009,23-0456-28L.S202310,2023-10-22 22:56,  14.230,  -90.421,   5.6,  1.7,  1.7,     ,     ,   6, 0.06, 213,   4.1,   3.7,  10.8, L  ,-,      ,      ,     
3010,23-0701-21L.S202310,2023-10-23 01:01,  12.319,  -90.555,   5.9,  3.5,  3.5,     ,     ,  22, 0.27, 307,  16.1,   9.8,  22.3, L  ,-,      ,      ,     
3011,23-0714-41L.S202310,2023-10-23 01:14,  14.398,  -90.323,   6.2,  1.3,  1.3,     ,     ,   9, 0.35, 132,   2.9,   3.4,  4.5 , L  ,-,      ,      ,     
3012,23-0714-42L.S202310,2023-10-23 01:14,  14.405,  -90.326,   1.9,  1.2,  1.2,     ,     ,   4, 0.26, 163,   3.1,   3.8,  6.9 , L  ,-,      ,      ,     
3013,23-0715-45L.S202310,2023-10-23 01:15,  14.408,  -90.323,   1.7,  2.1,  2.1,     ,     ,  12, 0.13, 111,   2.0,   1.9,  3.1 , L  ,-,      ,      ,     
3014,23-0733-16L.S202310,2023-10-23 01:33,  14.401,  -90.324,   5.6,  1.0,  1.0,     ,     ,   4, 0.08, 164,   3.4,   4.5,  8.8 , L  ,-,      ,      ,     
3015,23-0735-36L.S202310,2023-10-23 01:35,  14.373,  -90.339,   1.7,  1.0,  1.0,     ,     ,   5, 0.19, 129,   3.0,   3.8,  7.9 , L  ,-,      ,      ,     
3016,23-0753-13L.S202310,2023-10-23 01:53,  14.151,  -91.912,  14.0,  2.8,  2.8,     ,     ,  15, 0.45, 243,  11.8,   8.2,   9.0, L  ,-,      ,      ,     
3017,23-0817-42L.S202310,2023-10-23 02:17,  14.421,  -87.503,   1.5,  3.5,  3.5,     ,     ,  35, 1.21, 171,   2.0,   1.2,  2.1 , L  ,-,      ,      ,     
3018,23-0956-16L.S202310,2023-10-23 03:56,  14.407,  -90.321,   3.9,  1.1,  1.1,     ,     ,   4, 0.10, 160,   3.2,   4.0,  6.9 , L  ,-,      ,      ,     
3019,23-1200-42L.S202310,2023-10-23 06:00,  13.009,  -89.237,  17.0,  3.2,  3.2,     ,     ,  18, 0.43, 250,   4.6,   2.8,  5.7 , L  ,-,      ,      ,     
3020,24-0330-04L.S202310,2023-10-23 21:30,  14.616,  -94.076,   0.0,  4.3,  4.3,     ,     ,  35, 0.87, 282,   3.5,   2.9,  0.0 , L  ,-,      ,      ,     
3021,24-1325-52L.S202310,2023-10-24 07:25,  13.893,  -89.744,   1.7,  2.5,  2.5,     ,     ,   6, 0.21, 201,   6.3,   7.2,  3.4 , L  ,-,      ,      ,     
3022,24-1611-32L.S202310,2023-10-24 10:11,  14.467,  -92.363,  23.0,  3.7,  3.7,     ,     ,  20, 0.47, 253,   3.5,   3.8,  4.5 , L  ,-,      ,      ,     
3023,24-1621-34L.S202310,2023-10-24 10:21,  15.778,  -88.389,   1.5,  4.2,  4.2,     ,     ,   8, 0.69, 230,   3.9,   4.2,  2.9 , L  ,0,      ,      ,     
3024,24-2121-38L.S202310,2023-10-24 15:21,  12.991,  -89.564,  14.9,  2.9,  2.9,     ,     ,  14, 0.48, 277,   4.5,   3.9,  7.7 , L  ,-,      ,      ,     
3025,24-2124-31L.S202310,2023-10-24 15:24,  12.967,  -89.571,  11.6,  3.2,  3.2,     ,     ,  19, 0.39, 265,   3.5,   3.3,  5.5 , L  ,-,      ,      ,     
3026,24-2150-09L.S202310,2023-10-24 15:50,  13.400,  -90.865,  22.6,  2.5,  2.5,     ,     ,  11, 0.40, 250,   6.6,   3.9,  15.9, L  ,-,      ,      ,     
3027,25-0406-41L.S202310,2023-10-24 22:06,  14.070,  -90.366,   5.2,  2.1,  2.1,     ,     ,  11, 0.39, 177,   3.7,   2.3,  6.2 , L  ,-,      ,      ,     
3028,25-0458-48L.S202310,2023-10-24 22:58,  14.100,  -89.744,   5.7,  1.3,  1.3,     ,     ,   5, 0.12, 113,   2.1,   2.3,  5.8 , L  ,-,      ,      ,     
3029,25-0739-02L.S202310,2023-10-25 01:39,  14.051,  -89.840,   4.6,  1.6,  1.6,     ,     ,   6, 0.09, 162,   2.3,   3.2,  4.4 , L  ,-,      ,      ,     
3030,25-0859-20L.S202310,2023-10-25 02:59,  13.169,  -89.955,  23.0,  2.8,  2.8,     ,     ,  11, 0.36, 275,   4.4,   3.9,  5.6 , L  ,-,      ,      ,     
3031,25-2230-47L.S202310,2023-10-25 16:30,  13.100,  -90.256,  10.0,  3.4,  3.4,     ,     ,  24, 0.46, 271,   2.6,   2.4,  4.1 , L  ,-,      ,      ,     
3032,26-0042-37L.S202310,2023-10-25 18:42,  14.402,  -90.326,   3.5,  1.8,  1.8,     ,     ,   5, 0.25, 141,   2.2,   2.6,  2.5 , L  ,-,      ,      ,     
3033,26-0229-05L.S202310,2023-10-25 20:29,  13.861,  -89.839,   4.9,  2.1,  2.1,     ,     ,  13, 0.49, 189,   2.2,   2.6,  2.0 , L  ,-,      ,      ,     
3034,26-0344-19L.S202310,2023-10-25 21:44,  14.402,  -90.307,   4.3,  1.6,  1.6,     ,     ,   8, 0.15, 116,   2.1,   1.9,  2.2 , L  ,-,      ,      ,     
3035,26-0657-14L.S202310,2023-10-26 00:57,  13.085,  -90.024,  21.8,  2.5,  2.5,     ,     ,  13, 0.38, 282,   3.8,   3.5,  7.0 , L  ,-,      ,      ,     
3036,26-0753-54L.S202310,2023-10-26 01:53,  14.866,  -94.207,   0.0,  4.6,  4.6,     ,     ,  19, 0.94, 328,   7.8,   4.2,  0.0 , L  ,0,      ,      ,     
3037,26-1020-07L.S202310,2023-10-26 04:20,  14.321,  -92.713,  24.6,  3.0,  3.0,     ,     ,  14, 0.41, 316,   8.8,   6.7,  11.1, L  ,-,      ,      ,     
3038,26-1050-28L.S202310,2023-10-26 04:50,  14.110,  -89.746,   7.4,  1.1,  1.1,     ,     ,   6, 0.14, 114,   2.0,   2.3,  5.4 , L  ,-,      ,      ,     
3039,26-1329-00L.S202310,2023-10-26 07:29,  14.318,  -92.146,  15.8,  3.4,  3.4,     ,     ,  15, 0.45, 257,   4.2,   5.0,  6.2 , L  ,-,      ,      ,     
3040,26-1529-09L.S202310,2023-10-26 09:29,  14.401,  -92.316,   6.7,  3.2,  3.2,     ,     ,  10, 0.30, 291,   6.9,   4.5,  10.6, L  ,-,      ,      ,     
3041,26-1832-05L.S202310,2023-10-26 12:32,  14.405,  -90.318,   5.0,  1.8,  1.8,     ,     ,   3, 0.06, 160,   3.4,   4.6,  8.0 , L  ,-,      ,      ,     
3042,27-0901-04L.S202310,2023-10-27 03:01,  14.203,  -93.384,   2.5,  5.2,  5.2,     ,     ,  52, 1.24, 203,   4.1,   3.1,  4.3 , L  ,-,      ,      ,     
3043,27-0901-19L.S202310,2023-10-27 03:01,  14.633,  -92.339,   5.0,  4.7,  4.7,     ,     ,  31, 1.15, 261,   4.8,   9.7,  0.0 , L  ,-,      ,      ,     
3044,27-0921-56L.S202310,2023-10-27 03:21,  14.293,  -93.326,  14.8,  4.0,  4.0,     ,     ,  17, 0.75, 241,   4.6,   3.3,  7.6 , L  ,-,      ,      ,     
3045,27-0921-57L.S202310,2023-10-27 03:21,  14.222,  -93.346,   3.3,  4.0,  4.0,     ,     ,  20, 1.22, 243,   5.9,   4.1,  5.7 , L  ,-,      ,      ,     
3046,27-0931-22L.S202310,2023-10-27 03:31,  14.258,  -93.341,   7.2,  4.6,  4.6,     ,     ,  36, 0.93, 204,   5.0,   3.7,  8.5 , L  ,-,      ,      ,     
3047,27-0934-22L.S202310,2023-10-27 03:34,  14.190,  -93.194,  12.0,  4.2,  4.2,     ,     ,  20, 0.77, 278,   4.9,   4.4,  6.5 , L  ,-,      ,      ,     
3048,27-0934-24L.S202310,2023-10-27 03:34,  14.245,  -93.149,   0.7,  4.1,  4.1,     ,     ,  20, 1.06, 276,   9.7,   9.5,  11.9, L  ,-,      ,      ,     
3049,27-0937-28L.S202310,2023-10-27 03:37,  14.178,  -93.219,  13.9,  4.2,  4.2,     ,     ,  24, 0.69, 268,   4.8,   4.4,  6.9 , L  ,-,      ,      ,     
3050,27-0937-29L.S202310,2023-10-27 03:37,  14.224,  -93.228,   3.0,  4.2,  4.2,     ,     ,  26, 1.14, 267,   3.6,   3.7,  0.0 , L  ,-,      ,      ,     
3051,27-1132-38L.S202310,2023-10-27 05:32,  14.185,  -93.297,   4.2,  3.7,  3.7,     ,     ,  13, 0.73, 286,  11.1,   8.9,  11.4, L  ,-,      ,      ,     
3052,27-1134-34L.S202310,2023-10-27 05:34,  14.233,  -93.272,  22.8,  3.8,  3.8,     ,     ,  12, 0.39, 285,   7.3,   5.5,  16.1, L  ,-,      ,      ,     
3053,27-1134-35L.S202310,2023-10-27 05:34,  14.283,  -93.210,   0.5,  3.7,  3.7,     ,     ,  15, 1.38, 282,   10.,    8., 0 11., L  ,-,      ,      ,     
3054,27-1145-23L.S202310,2023-10-27 05:45,  14.082,  -89.831,   3.3,  1.5,  1.5,     ,     ,   6, 0.15, 127,   2.6,   3.8,  4.3 , L  ,-,      ,      ,     
3055,28-0216-57L.S202310,2023-10-27 20:16,  13.681,  -92.669,   0.0,  3.9,  3.9,     ,     ,  27, 0.85, 294,   3.4,   4.2,  0.0 , L  ,-,      ,      ,     
3056,28-0216-58L.S202310,2023-10-27 20:16,  13.702,  -92.627,   4.4,  3.9,  3.9,     ,     ,  27, 0.75, 293,   3.5,   4.2,  9.3 , L  ,-,      ,      ,     
