NO,ID,OT,latitude,longitude,DEPTH,MAG,ML,MC,MW,NST,RMS,GAP,lat_e,long_e,dp_e,L,FELT, STRIKE, DIP, RAKE
1334,25-2001-47L.S202302,2023-02-25 14:01,  14.138,  -93.231,   0.0,  3.5,  3.5,     ,     ,  20, 0.63,    ,      ,      ,      , L  ,-,      ,      ,     
1335,25-2359-30L.S202302,2023-02-25 17:59,  14.071,  -89.837,   4.4,  2.6,  2.6,     ,     ,  17, 0.26,    ,      ,      ,      , L  ,-,      ,      ,     
1336,26-0631-47L.S202302,2023-02-26 00:31,  13.641,  -91.175,  25.0,  2.8,  2.8,     ,     ,  18, 0.91,    ,      ,      ,      , L  ,-,      ,      ,     
1337,26-0631-48L.S202302,2023-02-26 00:31,  13.764,  -91.042,  18.0,  2.8,  2.8,     ,     ,  13, 1.37, 244,   7.0,   3.7,  11.6, L  ,-,      ,      ,     
1338,26-1041-02L.S202302,2023-02-26 04:41,  14.033,  -89.774,  17.6,  3.1,     ,  3.1,     ,   5,  0.7, 157,   5.3,   7.6,   9.2, L  ,-,      ,      ,     
1339,26-1212-21L.S202302,2023-02-26 06:12,  13.297,  -90.260,   9.7,  2.9,  2.9,     ,     ,   9, 0.22,    ,      ,      ,      , L  ,-,      ,      ,     
1340,26-1343-23L.S202302,2023-02-26 07:43,  13.744,  -92.159,   0.0,  3.2,  3.2,     ,     ,  18, 0.40,    ,      ,      ,      , L  ,-,      ,      ,     
1341,26-1408-57L.S202302,2023-02-26 08:08,  13.630,  -92.165,  18.7,  3.2,  3.2,     ,     ,  19, 0.46,    ,      ,      ,      , L  ,-,      ,      ,     
1342,26-1525-02L.S202302,2023-02-26 09:25,  13.464,  -90.635,  13.4,  3.4,  3.4,     ,     ,  29, 0.41,    ,      ,      ,      , L  ,-,      ,      ,     
1343,27-0552-54L.S202302,2023-02-26 23:52,  12.157,  -87.823,   5.2,  3.7,  3.7,     ,     ,  11, 0.42,    ,      ,      ,      , L  ,-,      ,      ,     
1344,27-0919-53L.S202302,2023-02-27 03:19,  13.509,  -89.518,  11.1,  2.6,  2.6,     ,     ,  20, 1.10,    ,      ,      ,      , L  ,-,      ,      ,     
1345,27-1035-23L.S202302,2023-02-27 04:35,  14.280,  -91.879,  21.6,  3.4,  3.4,     ,     ,  26, 1.07, 199,   3.3,   3.5,  3.0 , L  ,-,      ,      ,     
1346,27-1444-08L.S202302,2023-02-27 08:44,  14.066,  -89.844,   3.6,  2.4,  2.4,     ,     ,  10, 0.19,    ,      ,      ,      , L  ,-,      ,      ,     
1347,27-1846-08L.S202302,2023-02-27 12:46,  12.564,  -88.025,  21.0,  5.8,  5.8,     ,     ,  63, 0.73,    ,      ,      ,      , L  ,-,      ,      ,     
1348,27-1911-40L.S202302,2023-02-27 13:11,  17.478,  -91.548,  25.0,  5.2,  5.2,     ,     ,   6, 1.11, 298,  35.7,  19.9,   0.0, L  ,-,      ,      ,     
1349,27-1958-44L.S202302,2023-02-27 13:58,  12.587,  -87.974,  25.0,  3.9,  3.9,     ,     ,   9, 0.47, 225,  12.1,   4.6,   0.0, L  ,-,      ,      ,     
1350,27-2322-29L.S202302,2023-02-27 17:22,  12.647,  -90.176,   0.0,  3.6,  3.6,     ,     ,  24, 0.77,    ,      ,      ,      , L  ,-,      ,      ,     
1351,28-0155-52L.S202302,2023-02-27 19:55,  14.508,  -90.546,   8.6,  1.6,  1.6,     ,     ,   8, 0.27,    ,      ,      ,      , L  ,-,      ,      ,     
1352,28-0435-27L.S202302,2023-02-27 22:35,  13.569,  -91.029,   1.4,  3.9,  3.9,     ,     ,  39, 0.77,    ,      ,      ,      , L  ,-,      ,      ,     
1353,28-0454-51L.S202302,2023-02-27 22:54,  14.073,  -89.844,   3.1,  1.6,  1.6,     ,     ,   8, 0.09,    ,      ,      ,      , L  ,-,      ,      ,     
1354,28-0458-44L.S202302,2023-02-27 22:58,  14.078,  -89.843,   3.4,  1.6,  1.6,     ,     ,  12, 0.10,    ,      ,      ,      , L  ,-,      ,      ,     
1355,28-0529-50R.S202302,2023-02-27 23:31,  14.130,  -89.905,   3.0,  3.1,     ,  3.1,     ,   4,  0.3, 163,   6.2,   5.5,  12.2, R  ,-,      ,      ,     
1356,28-0531-02L.S202302,2023-02-27 23:31,  14.076,  -89.847,   2.9,  2.3,  2.3,     ,     ,  13, 0.24, 78 ,  1.6 ,  1.5 , 2.0  , L  ,-,      ,      ,     
1357,28-0543-29L.S202302,2023-02-27 23:43,  14.316,  -90.179,  18.1,  1.2,  1.2,     ,     ,  10, 0.86,    ,      ,      ,      , L  ,-,      ,      ,     
1358,28-0550-03L.S202302,2023-02-27 23:50,  14.072,  -89.841,   3.7,  1.8,  1.8,     ,     ,  14, 0.21,    ,      ,      ,      , L  ,-,      ,      ,     
1359,28-0618-18L.S202302,2023-02-28 00:18,  14.061,  -89.851,   3.9,  1.6,  1.6,     ,     ,  10, 0.18,    ,      ,      ,      , L  ,-,      ,      ,     
1360,28-0647-48L.S202302,2023-02-28 00:47,  14.067,  -89.854,   5.8,  1.7,  1.7,     ,     ,   8, 0.07,    ,      ,      ,      , L  ,-,      ,      ,     
1361,28-0746-37L.S202302,2023-02-28 01:46,  14.060,  -89.853,   4.2,  1.7,  1.7,     ,     ,   8, 0.07,    ,      ,      ,      , L  ,-,      ,      ,     
1362,28-0748-42L.S202302,2023-02-28 01:48,  14.071,  -89.840,   1.2,  2.4,  2.4,     ,     ,  19, 0.34,    ,      ,      ,      , L  ,-,      ,      ,     
1363,28-0754-11L.S202302,2023-02-28 01:54,  15.672,  -90.942,   0.0,  2.8,  2.8,     ,     ,  22, 0.73,    ,      ,      ,      , L  ,-,      ,      ,     
1364,28-0946-20L.S202302,2023-02-28 03:46,  13.210,  -89.745,  19.9,  2.5,  2.5,     ,     ,  10, 0.33,    ,      ,      ,      , L  ,-,      ,      ,     
1365,28-1051-25L.S202302,2023-02-28 04:51,  13.892,  -93.008,   0.0,  4.0,  4.0,     ,     ,  28, 0.87,    ,      ,      ,      , L  ,-,      ,      ,     
1366,28-1118-47L.S202302,2023-02-28 05:18,  14.076,  -92.756,   0.0,  3.4,  3.4,     ,     ,  18, 0.81,    ,      ,      ,      , L  ,-,      ,      ,     
1367,28-1944-31L.S202302,2023-02-28 13:44,  13.294,  -91.095,  20.5,  5.7,  5.7,     ,     ,  63, 0.94,    ,      ,      ,      , L  ,2,      ,      ,     
1368,28-2126-23L.S202302,2023-02-28 15:26,  13.996,  -89.753,  11.6,  2.2,  2.2,     ,     ,   8, 1.01,    ,      ,      ,      , L  ,-,      ,      ,     
1369,01-0042-34L.S202303,2023-02-28 18:42,  13.016,  -89.652,  18.1,  2.9,  2.9,     ,     ,  13, 1.00,    ,      ,      ,      , L  ,-,      ,      ,     
1370,01-0052-02L.S202303,2023-02-28 18:52,  14.207,  -89.876,   4.1,  2.1,     ,  2.1,     ,   4,  0.8, 281,  13.8,  14.9,  10.1, L  ,-,      ,      ,     
1371,01-0055-57L.S202303,2023-02-28 18:55,  14.088,  -89.799,   1.0,  2.5,     ,  2.5,     ,   7,  1.2,  94,   4.8,  10.0,  12.7, L  ,-,      ,      ,     
1372,01-0101-54L.S202303,2023-02-28 19:01,  14.052,  -89.828,   3.2,  1.1,  1.1,     ,     ,   5, 0.10,    ,      ,      ,      , L  ,-,      ,      ,     
1373,01-0135-21L.S202303,2023-02-28 19:35,  14.039,  -89.857,   4.7,  1.7,  1.7,     ,     ,   6, 0.09,    ,      ,      ,      , L  ,-,      ,      ,     
1374,01-0135-54L.S202303,2023-02-28 19:35,  14.072,  -89.855,   5.6,  1.8,  1.8,     ,     ,   8, 0.09,    ,      ,      ,      , L  ,-,      ,      ,     
1375,01-0136-52L.S202303,2023-02-28 19:36,  14.063,  -89.858,   5.8,  2.2,  2.2,     ,     ,   6, 0.01,    ,      ,      ,      , L  ,-,      ,      ,     
1376,01-0205-33L.S202303,2023-02-28 20:05,  14.045,  -89.843,   2.5,  2.4,  2.4,     ,     ,  21, 0.17,    ,      ,      ,      , L  ,-,      ,      ,     
1377,01-0207-21L.S202303,2023-02-28 20:07,  14.032,  -89.870,   4.6,  2.1,  2.1,     ,     ,   7, 0.09,    ,      ,      ,      , L  ,-,      ,      ,     
1378,01-0330-35L.S202303,2023-02-28 21:30,  14.030,  -89.865,   3.8,  1.6,  1.6,     ,     ,   8, 0.09,    ,      ,      ,      , L  ,-,      ,      ,     
1379,01-0331-20L.S202303,2023-02-28 21:31,  14.080,  -89.874,   3.8,  1.9,  1.9,     ,     ,  14, 0.17,    ,      ,      ,      , L  ,-,      ,      ,     
1380,01-0549-42L.S202303,2023-02-28 23:49,  13.902,  -89.792,   2.3,  2.0,  2.0,     ,     ,  18, 0.43,    ,      ,      ,      , L  ,-,      ,      ,     
1381,01-0651-22L.S202303,2023-03-01 00:51,  14.026,  -89.862,   4.3,  1.1,  1.1,     ,     ,   6, 0.20,    ,      ,      ,      , L  ,-,      ,      ,     
1382,01-0803-53L.S202303,2023-03-01 02:03,  13.913,  -89.784,   1.8,  1.7,  1.7,     ,     ,  12, 0.24,    ,      ,      ,      , L  ,-,      ,      ,     
1383,01-0827-05L.S202303,2023-03-01 02:27,  12.521,  -88.041,  13.4,  3.8,  3.8,     ,     ,  23, 0.33, 202,   3.2,   2.0,  7.0 , L  ,-,      ,      ,     
1384,01-1035-15L.S202303,2023-03-01 04:35,  14.078,  -89.830,   3.1,  1.4,  1.4,     ,     ,  10, 0.16,    ,      ,      ,      , L  ,-,      ,      ,     
1385,01-1113-18L.S202303,2023-03-01 05:13,  14.074,  -89.842,   4.6,  1.7,  1.7,     ,     ,  13, 0.20,    ,      ,      ,      , L  ,-,      ,      ,     
1386,01-1144-58L.S202303,2023-03-01 05:44,  13.388,  -90.416,  15.5,  2.4,  2.4,     ,     ,  11, 0.34,    ,      ,      ,      , L  ,-,      ,      ,     
1387,01-1154-45L.S202303,2023-03-01 05:54,  13.857,  -91.374,  24.5,  2.9,  2.9,     ,     ,  23, 0.23,    ,      ,      ,      , L  ,-,      ,      ,     
1388,01-1412-16L.S202303,2023-03-01 08:12,  14.817,  -87.378,   6.1,  3.9,     ,  3.9,     ,   9,  0.9, 212,  11.3,   8.9,  13.1, L  ,-,      ,      ,     
1389,01-1412-18L.S202303,2023-03-01 08:12,  14.874,  -87.368,   0.0,  3.7,  3.7,     ,     ,  10, 2.42, 215,   3.4,   2.5,  0.0 , L  ,-,      ,      ,     
1390,01-2038-08L.S202303,2023-03-01 14:38,  14.075,  -89.838,  13.0,  3.1,     ,  3.1,     ,  11,  0.6, 127,   3.2,   3.0,   3.9, L  ,-,      ,      ,     
1391,01-2204-20L.S202303,2023-03-01 16:04,  15.533,  -94.632,   0.0,  4.7,  4.7,     ,     ,  23, 1.55,    ,      ,      ,      , L  ,-,      ,      ,     
1392,02-0208-14L.S202303,2023-03-01 20:08,  14.066,  -91.309,  12.3,  2.9,  2.9,     ,     ,  19, 0.47,    ,      ,      ,      , L  ,-,      ,      ,     
1393,02-0439-14L.S202303,2023-03-01 22:39,  14.047,  -89.832,   3.6,  1.7,  1.7,     ,     ,   4, 0.18, 156,   2.5,   2.8,  5.3 , L  ,-,      ,      ,     
1394,02-0440-41L.S202303,2023-03-01 22:40,  16.564,  -94.683,  21.4,  6.6,  6.6,     ,     ,  40, 0.59, 322,  12.6,  25.7,  52.0, L  ,2,      ,      ,     
1395,02-0723-39L.S202303,2023-03-02 01:23,  14.028,  -92.739,   0.0,  4.3,  4.3,     ,     ,  40, 0.78,    ,      ,      ,      , L  ,-,      ,      ,     
1396,02-0742-55L.S202303,2023-03-02 01:42,  14.001,  -92.750,   2.0,  4.0,  4.0,     ,     ,  35, 0.79,    ,      ,      ,      , L  ,-,      ,      ,     
1397,02-1035-58L.S202303,2023-03-02 04:35,  14.431,  -93.930,   0.0,  4.8,  4.8,     ,     ,  20, 1.43,    ,      ,      ,      , L  ,-,      ,      ,     
1398,02-1035-59L.S202303,2023-03-02 04:35,  14.482,  -93.855,   0.0,  4.8,  4.8,     ,     ,   9, 3.01, 325,   8.5,   5.7,  0.0 , L  ,-,      ,      ,     
1399,02-1158-55L.S202303,2023-03-02 05:58,  14.116,  -93.589,   0.0,  4.6,  4.6,     ,     ,  22, 1.09,    ,      ,      ,      , L  ,-,      ,      ,     
1400,02-1442-25L.S202303,2023-03-02 08:42,  13.977,  -91.885,  12.1,  3.3,  3.3,     ,     ,  27, 0.38,    ,      ,      ,      , L  ,-,      ,      ,     
1401,02-1559-51L.S202303,2023-03-02 09:59,  13.685,  -92.227,  19.2,  3.1,  3.1,     ,     ,  19, 0.30,    ,      ,      ,      , L  ,-,      ,      ,     
1402,02-1925-05L.S202303,2023-03-02 13:25,  14.353,  -92.184,  15.7,  2.8,  2.8,     ,     ,  15, 0.44,    ,      ,      ,      , L  ,-,      ,      ,     
1403,03-0218-19L.S202303,2023-03-02 20:18,  14.371,  -92.238,   7.6,  2.8,  2.8,     ,     ,  14, 0.13,    ,      ,      ,      , L  ,-,      ,      ,     
1404,03-0230-24L.S202303,2023-03-02 20:30,  14.535,  -90.485,  14.9,  1.2,  1.2,     ,     ,   8, 0.05,    ,      ,      ,      , L  ,-,      ,      ,     
1405,03-0504-10L.S202303,2023-03-02 23:04,  14.054,  -91.914,  17.2,  4.3,  4.3,     ,     ,  49, 0.90,    ,      ,      ,      , L  ,-,      ,      ,     
1406,03-0516-27L.S202303,2023-03-02 23:16,  14.073,  -89.847,   4.8,  1.6,  1.6,     ,     ,  11, 0.14,    ,      ,      ,      , L  ,-,      ,      ,     
1407,03-1917-36L.S202303,2023-03-03 13:17,  14.066,  -89.825,   9.9,  2.9,  2.9,  2.9,     ,  10,  0.4, 129,   1.9,   2.4,   2.6, L  ,-,      ,      ,     
1408,04-0151-52L.S202303,2023-03-03 19:51,  13.785,  -91.667,  21.4,  2.8,  2.8,     ,     ,  14, 0.49,    ,      ,      ,      , L  ,-,      ,      ,     
1409,04-0210-05L.S202303,2023-03-03 20:10,  13.149,  -89.860,   7.9,  3.1,  3.1,     ,     ,  23, 0.31,    ,      ,      ,      , L  ,-,      ,      ,     
1410,04-0620-28L.S202303,2023-03-04 00:20,  14.069,  -89.850,   5.1,  1.8,  1.8,     ,     ,  12, 0.13,    ,      ,      ,      , L  ,-,      ,      ,     
1411,04-0632-19L.S202303,2023-03-04 00:32,  14.077,  -89.848,   5.7,  1.7,  1.7,     ,     ,   8, 0.17,    ,      ,      ,      , L  ,-,      ,      ,     
1412,04-1026-33L.S202303,2023-03-04 04:26,  14.277,  -92.269,  11.8,  2.3,  2.3,     ,     ,  15, 0.22,    ,      ,      ,      , L  ,-,      ,      ,     
1413,04-1241-19L.S202303,2023-03-04 06:41,  14.070,  -89.840,   7.7,  2.0,  2.0,     ,     ,  13, 0.14,    ,      ,      ,      , L  ,-,      ,      ,     
1414,04-2035-21L.S202303,2023-03-04 14:35,  14.733,  -91.575,   1.4,  2.6,  2.6,     ,     ,  11, 0.05, 164,   2.4,   5.3,  27.7, L  ,-,      ,      ,     
1415,05-0231-51L.S202303,2023-03-04 20:31,  13.520,  -90.874,  17.3,  2.7,  2.7,     ,     ,  18, 0.58,    ,      ,      ,      , L  ,-,      ,      ,     
1416,05-0349-24L.S202303,2023-03-04 21:49,  13.816,  -91.433,  15.8,  3.0,  3.0,     ,     ,  24, 0.56,    ,      ,      ,      , L  ,-,      ,      ,     
1417,05-0408-13L.S202303,2023-03-04 22:08,  13.911,  -89.769,   2.5,  3.3,  3.3,     ,     ,  29, 0.69,    ,      ,      ,      , L  ,-,      ,      ,     
1418,05-0408-46L.S202303,2023-03-04 22:08,  13.920,  -89.742,   6.3,  3.7,  3.7,     ,     ,  11, 0.54,    ,      ,      ,      , L  ,-,      ,      ,     
1419,05-0409-36L.S202303,2023-03-04 22:09,  13.923,  -89.771,  12.4,  3.3,  3.3,     ,     ,  15, 0.92,    ,      ,      ,      , L  ,-,      ,      ,     
1420,05-0410-16L.S202303,2023-03-04 22:10,  13.896,  -89.786,   2.4,  3.6,     ,  3.6,     ,   6,  0.4, 184,   2.8,   3.3,   2.3, L  ,-,      ,      ,     
1421,05-0411-47L.S202303,2023-03-04 22:11,  13.895,  -89.782,   2.3,  3.0,  3.0,     ,     ,  18, 0.42,    ,      ,      ,      , L  ,-,      ,      ,     
1422,05-0427-35L.S202303,2023-03-04 22:27,  13.900,  -89.808,   6.4,  3.7,     ,  3.7,     ,  23,  0.9, 130,   3.9,   3.1,   5.8, L  ,0,      ,      ,     
1423,05-0437-43L.S202303,2023-03-04 22:37,  13.921,  -89.757,  10.6,  2.7,     ,  2.7,     ,   4,  0.1, 195,   1.5,   1.4,   2.2, L  ,-,      ,      ,     
1424,05-0438-25L.S202303,2023-03-04 22:38,  13.915,  -89.788,   8.1,  1.8,     ,  1.8,     ,   4,  0.1, 225,   2.6,   3.3,   5.6, L  ,-,      ,      ,     
1425,05-0455-41L.S202303,2023-03-04 22:55,  13.916,  -89.787,   8.8,  2.0,  2.0,     ,     ,  13, 0.33,    ,      ,      ,      , L  ,-,      ,      ,     
1426,05-0457-02L.S202303,2023-03-04 22:57,  13.934,  -89.801,  12.2,  1.8,  1.8,     ,     ,   6,  0.6, 125,   3.6,   4.4,   8.4, L  ,-,      ,      ,     
1427,05-0457-43L.S202303,2023-03-04 22:57,  13.817,  -89.773,   2.4,  2.7,  2.7,     ,     ,  12, 0.60,    ,      ,      ,      , L  ,-,      ,      ,     
1428,05-0600-49L.S202303,2023-03-05 00:00,  13.931,  -89.776,   5.1,  2.2,  2.2,     ,     ,  14, 0.38,    ,      ,      ,      , L  ,-,      ,      ,     
1429,05-0634-22L.S202303,2023-03-05 00:34,  13.904,  -89.782,   3.0,  2.4,     ,  2.4,     ,   5,  0.6, 199,   6.7,   6.9,   5.4, L  ,-,      ,      ,     
1430,05-0644-44L.S202303,2023-03-05 00:44,  13.918,  -89.764,   6.0,  2.9,  2.9,  4.0,     ,  25,  0.9,  95,   3.7,   3.8,   4.2, L  ,-,      ,      ,     
1431,05-0650-11L.S202303,2023-03-05 00:50,  14.109,  -89.808,   5.5,  1.6,  1.6,     ,     ,   7,  1.1, 101,   4.2,   5.8,   5.7, L  ,-,      ,      ,     
1432,05-0730-03L.S202303,2023-03-05 01:30,  13.580,  -90.862,  14.6,  3.0,  3.0,     ,     ,  28, 0.37,    ,      ,      ,      , L  ,-,      ,      ,     
1433,05-0825-51L.S202303,2023-03-05 02:25,  13.903,  -89.767,   2.6,  3.4,     ,  3.4,     ,   5,  0.5, 273,   5.8,   9.7,   4.6, L  ,-,      ,      ,     
1434,05-0831-12L.S202303,2023-03-05 02:31,  15.137,  -91.725,   0.0,  3.9,  3.9,     ,     ,  14, 1.20, 322,   4.7,   7.2,  0.0 , L  ,-,      ,      ,     
1435,05-0859-53L.S202303,2023-03-05 02:59,  14.075,  -89.897,   6.1,  2.1,  1.6,  2.1,     ,   7,  1.2,  77,   5.3,   6.6,   6.2, L  ,-,      ,      ,     
1436,05-0904-07L.S202303,2023-03-05 03:04,  13.970,  -89.788,  13.4,  1.9,  1.9,     ,     ,   9, 0.89,    ,      ,      ,      , L  ,-,      ,      ,     
1437,05-0914-18L.S202303,2023-03-05 03:14,  13.906,  -89.791,   6.0,  2.9,  2.9,  3.8,     ,  15,  0.5, 127,   3.1,   3.6,   8.7, L  ,-,      ,      ,     
1438,05-0916-44L.S202303,2023-03-05 03:16,  13.903,  -89.779,   5.1,  2.5,  2.5,     ,     ,  13, 0.32,    ,      ,      ,      , L  ,-,      ,      ,     
1439,05-0918-21L.S202303,2023-03-05 03:18,  13.890,  -89.829,   3.8,  3.7,     ,  3.7,     ,  10,  0.8, 191,   5.5,   4.4,   5.5, L  ,-,      ,      ,     
1440,05-0926-29L.S202303,2023-03-05 03:26,  13.897,  -89.802,   4.4,  2.5,  1.8,  2.5,     ,   5,  0.2, 131,   1.5,   1.9,   2.3, L  ,-,      ,      ,     
1441,05-0927-42L.S202303,2023-03-05 03:27,  13.899,  -89.759,   5.5,  1.9,  1.9,     ,     ,  13, 0.39,    ,      ,      ,      , L  ,-,      ,      ,     
1442,05-0939-08L.S202303,2023-03-05 03:39,  13.973,  -89.703,   4.6,  2.1,     ,  2.1,     ,   4,  0.2, 163,   4.1,   3.8,   2.8, L  ,-,      ,      ,     
1443,05-1002-11L.S202303,2023-03-05 04:02,  13.917,  -89.805,  13.0,  3.2,  3.2,     ,     ,   5,  0.5, 123,   4.3,   4.5,   3.7, L  ,-,      ,      ,     
1444,05-1016-14L.S202303,2023-03-05 04:16,  13.916,  -89.764,   3.5,  2.2,  2.2,     ,     ,  15, 0.31,    ,      ,      ,      , L  ,-,      ,      ,     
1445,05-1017-41L.S202303,2023-03-05 04:17,  13.945,  -89.774,   1.7,  1.7,  1.7,     ,     ,   7, 0.00,    ,      ,      ,      , L  ,-,      ,      ,     
1446,05-1038-29L.S202303,2023-03-05 04:38,  13.894,  -89.790,   1.3,  2.7,  2.7,     ,     ,  26, 0.44,    ,      ,      ,      , L  ,-,      ,      ,     
1447,05-1044-07L.S202303,2023-03-05 04:44,  13.915,  -89.792,   8.5,  1.9,  1.9,     ,     ,  10, 0.25,    ,      ,      ,      , L  ,-,      ,      ,     
1448,05-1529-25L.S202303,2023-03-05 09:29,  14.072,  -89.845,   1.5,  1.7,  1.7,     ,     ,   9, 0.56,    ,      ,      ,      , L  ,-,      ,      ,     
1449,05-1613-30L.S202303,2023-03-05 10:13,  13.940,  -91.614,  22.5,  3.5,  3.5,     ,     ,  24, 0.32,    ,      ,      ,      , L  ,-,      ,      ,     
1450,06-0642-57L.S202303,2023-03-06 00:42,  15.663,  -90.127,   0.8,  3.1,  3.1,     ,     ,  12, 0.73,    ,      ,      ,      , L  ,-,      ,      ,     
1451,06-0852-25L.S202303,2023-03-06 02:52,  12.907,  -88.881,  17.8,  3.1,  3.1,     ,     ,  14, 0.62,    ,      ,      ,      , L  ,-,      ,      ,     
1452,06-0925-36L.S202303,2023-03-06 03:25,  11.792,  -88.018,  15.9,  4.7,  4.7,     ,     ,  17, 0.79,    ,      ,      ,      , L  ,-,      ,      ,     
1453,06-1837-53L.S202303,2023-03-06 12:37,  14.099,  -89.888,   5.5,  3.4,  3.4,  3.3,     ,  16,  0.7,  84,   2.3,   2.3,   2.6, L  ,1,      ,      ,     
1454,06-2021-57L.S202303,2023-03-06 14:21,  11.847,  -88.107,   0.0,  4.4,  4.4,     ,     ,   9, 0.56, 244,   5.2,   3.2,  0.0 , L  ,-,      ,      ,     
1455,06-2021-57R.S202303,2023-03-06 14:21,  11.867,  -88.107,  12.8,  4.2,     ,  4.2,     ,   9,  0.5, 243,   6.4,   4.0,  10.1, R  ,-,      ,      ,     
1456,06-2032-08R.S202303,2023-03-06 14:32,  12.236,  -87.418,  11.4,  4.3,     ,  4.3,     ,   7,  0.4, 239,  13.8,  13.6,  25.7, R  ,-,      ,      ,     
1457,06-2229-20L.S202303,2023-03-06 16:29,  15.330,  -94.322,  11.8,  4.4,  4.4,     ,     ,  29, 0.78,    ,      ,      ,      , L  ,-,      ,      ,     
1458,07-0236-59L.S202303,2023-03-06 20:36,  14.025,  -89.982,   0.1,  2.0,  2.0,     ,     ,  14, 0.55,    ,      ,      ,      , L  ,-,      ,      ,     
1459,07-0330-15L.S202303,2023-03-06 21:30,  14.040,  -89.825,   3.8,  1.8,  1.8,     ,     ,   9, 0.42,    ,      ,      ,      , L  ,-,      ,      ,     
1460,07-0455-37L.S202303,2023-03-06 22:55,  13.389,  -90.924,   4.8,  3.8,  3.8,     ,     ,  52, 0.80,    ,      ,      ,      , L  ,-,      ,      ,     
1461,07-1839-43L.S202303,2023-03-07 12:39,  13.108,  -90.030,  10.8,  3.0,  3.0,     ,     ,  14, 0.41,    ,      ,      ,      , L  ,-,      ,      ,     
1462,07-1857-17L.S202303,2023-03-07 12:57,  14.396,  -89.699,   2.8,  2.9,  2.9,     ,     ,  20, 0.30,    ,      ,      ,      , L  ,-,      ,      ,     
1463,07-2104-46L.S202303,2023-03-07 15:04,  14.403,  -89.701,   1.0,  2.4,  2.4,     ,     ,  12, 0.28,    ,      ,      ,      , L  ,-,      ,      ,     
1464,07-2122-37L.S202303,2023-03-07 15:22,  14.060,  -89.832,   4.2,  1.6,  1.6,     ,     ,   8, 0.13,    ,      ,      ,      , L  ,-,      ,      ,     
1465,08-0030-23L.S202303,2023-03-07 18:30,  14.070,  -89.850,   5.9,  1.8,  1.8,     ,     ,  10, 0.09,    ,      ,      ,      , L  ,-,      ,      ,     
1466,08-0115-32L.S202303,2023-03-07 19:15,  14.407,  -89.722,   4.6,  1.8,  1.8,     ,     ,   8, 0.11,    ,      ,      ,      , L  ,-,      ,      ,     
1467,08-0126-10L.S202303,2023-03-07 19:26,  14.052,  -89.834,   5.6,  2.4,  2.4,     ,     ,   7, 0.04,    ,      ,      ,      , L  ,-,      ,      ,     
1468,08-0148-35L.S202303,2023-03-07 19:48,  14.388,  -89.713,   1.7,  2.0,  2.0,     ,     ,   6, 0.15,    ,      ,      ,      , L  ,-,      ,      ,     
1469,08-0216-14L.S202303,2023-03-07 20:16,  13.682,  -91.710,  16.7,  4.1,  4.1,     ,     ,  55, 0.85,    ,      ,      ,      , L  ,-,      ,      ,     
1470,08-0321-43L.S202303,2023-03-07 21:21,  14.404,  -89.784,   8.7,  1.4,  1.4,     ,     ,   3, 0.09, 210,   3.9,  42.7,  26.8, L  ,-,      ,      ,     
1471,08-0354-06L.S202303,2023-03-07 21:54,  14.043,  -89.843,   5.8,  1.4,  1.4,     ,     ,   6, 0.05,    ,      ,      ,      , L  ,-,      ,      ,     
1472,08-0510-00L.S202303,2023-03-07 23:10,  14.403,  -89.894,  10.5,  1.4,  1.4,     ,     ,   9, 0.28,    ,      ,      ,      , L  ,-,      ,      ,     
1473,08-0615-25L.S202303,2023-03-08 00:15,  14.399,  -89.715,   3.1,  1.8,  1.8,     ,     ,   8, 0.13,    ,      ,      ,      , L  ,-,      ,      ,     
1474,08-0745-41L.S202303,2023-03-08 01:45,  12.959,  -89.447,   7.2,  3.3,  3.3,     ,     ,  35, 0.42,    ,      ,      ,      , L  ,-,      ,      ,     
1475,08-1844-41L.S202303,2023-03-08 12:44,  14.386,  -89.748,   6.1,  2.7,  2.7,  2.9,     ,  10,  0.6, 118,   2.7,   2.9,   8.3, L  ,-,      ,      ,     
1476,09-0200-34L.S202303,2023-03-08 20:00,  14.063,  -90.011,   0.0,  2.3,  2.3,     ,     ,   9, 0.86,    ,      ,      ,      , L  ,-,      ,      ,     
1477,09-0226-16L.S202303,2023-03-08 20:26,  14.071,  -89.875,   4.0,  1.5,  1.5,     ,     ,   8, 0.04,    ,      ,      ,      , L  ,-,      ,      ,     
1478,09-0235-33L.S202303,2023-03-08 20:35,  11.791,  -88.007,  21.3,  4.1,  4.1,     ,     ,  21, 1.24,    ,      ,      ,      , L  ,-,      ,      ,     
1479,09-0437-45L.S202303,2023-03-08 22:37,  16.658,  -95.344,   3.0,  3.8,  3.8,     ,     ,  11, 0.39,    ,      ,      ,      , L  ,-,      ,      ,     
1480,09-0613-51L.S202303,2023-03-09 00:13,  14.009,  -89.809,   1.0,  1.5,  1.5,     ,     ,   9, 0.39,    ,      ,      ,      , L  ,-,      ,      ,     
1481,09-0659-00L.S202303,2023-03-09 00:59,  14.054,  -89.852,   2.0,  1.3,  1.3,     ,     ,   8, 0.09,    ,      ,      ,      , L  ,-,      ,      ,     
1482,09-0747-45L.S202303,2023-03-09 01:47,  14.059,  -90.371,   2.4,  1.8,  1.8,     ,     ,   7, 0.89,    ,      ,      ,      , L  ,-,      ,      ,     
