NO,ID,OT,latitude,longitude,DEPTH,MAG,ML,MC,MW,NST,RMS,GAP,lat_e,long_e,dp_e,L,FELT, STRIKE, DIP, RAKE,clasificación
2124,11-0746-01L.S202304,2023-04-11 01:46,13.242,-91.433,11.8,3.3,  3.3,     ,     ,15,0.59, 276,   7.7,   4.4,   8.1, L  ,-,      ,      ,     ,cortical
2125,11-1122-14L.S202304,2023-04-11 05:22,13.993,-91.726,14.9,2.9,  2.9,     ,     ,13,0.39, 276,   4.4,   3.3,   3.9, L  ,-,      ,      ,     ,cortical
2126,11-1501-33L.S202304,2023-04-11 09:01,14.451,-93.156,48.3,3.7,  3.7,     ,     ,9,0.41, 275,   6.7,   5.2,  26.8, L  ,-,      ,      ,     ,subducción interfase
2127,11-1743-15L.S202304,2023-04-11 11:43,15.015,-93.952,20.0,4.5,  4.5,     ,     ,17,0.64, 189,   3.4,   3.0,   9.4, L  ,-,      ,      ,     ,cortical
2128,11-1823-19L.S202304,2023-04-11 12:23,13.449,-90.107,39.9,4.4,  4.4,     ,     ,43,0.53, 207,   2.7,   1.6,   2.9, L  ,-,      ,      ,     ,subducción interfase
2129,11-1904-58L.S202304,2023-04-11 13:04,14.333,-90.412,176.3,3.7,  3.7,     ,     ,31,0.81, 115,   4.9,   3.2,   3.1, L  ,-,      ,      ,     ,subducción intraplaca
2130,12-0812-11L.S202304,2023-04-12 02:12,14.291,-91.279,102.6,3.4,  3.4,     ,     ,20,0.79, 140,   3.6,   2.1,   4.3, L  ,-,      ,      ,     ,subducción intraplaca
2131,12-1135-51L.S202304,2023-04-12 05:35,13.983,-93.075,7.3,4.3,  4.3,     ,     ,10,0.74, 313,   5.7,   8.4,  10.1, L  ,-,      ,      ,     ,cortical
2132,12-1558-22L.S202304,2023-04-12 09:58,12.516,-88.046,16.7,4.3,  4.3,     ,     ,14,0.34, 203,   3.4,   2.2,  5.3 , L  ,-,      ,      ,     ,cortical
2133,12-1558-22R.S202304,2023-04-12 09:58,12.56,-88.028,51.6,4.3,  4.3,  4.0,     ,14,0.5, 200,   8.1,   4.7,  27.4, R  ,-,      ,      ,     ,subducción interfase
2134,12-1736-36L.S202304,2023-04-12 11:36,13.036,-89.522,13.1,3.5,  3.5,     ,     ,16,0.44, 245,   3.6,   2.2,  4.6 , L  ,-,      ,      ,     ,cortical
2135,12-1736-36R.S202304,2023-04-12 11:36,13.094,-89.516,33.0,3.5,     ,  3.5,     ,16,0.4, 241,   4.0,   2.2,   3.2, R  ,-,      ,      ,     ,subducción interfase
2136,13-0308-39L.S202304,2023-04-12 21:08,13.932,-92.648,5.3,2.8,  2.8,     ,     ,6,0.3, 330,  53.3,  19.7,  66.2, L  ,-,      ,      ,     ,cortical
2137,13-0314-41L.S202304,2023-04-12 21:14,15.416,-94.711,32.5,4.8,  4.8,     ,     ,16,0.59, 181,   3.5,   3.7,  31.0, L  ,-,      ,      ,     ,subducción interfase
2138,13-0428-56L.S202304,2023-04-12 22:28,13.816,-91.427,46.0,3.4,  3.4,     ,     ,24,0.73, 245,   5.0,   2.2,   7.9, L  ,-,      ,      ,     ,subducción interfase
2139,13-0531-47L.S202304,2023-04-12 23:31,14.728,-93.156,21.3,4.3,  4.3,     ,     ,23,3.24, 245,   3.3,   3.8,   7.8, L  ,-,      ,      ,     ,cortical
2140,13-0630-50L.S202304,2023-04-13 00:30,15.726,-90.6,4.6,3.3,     ,  3.3,     ,8,1.4, 141,  10.3,  13.5,  29.2, L  ,-,      ,      ,     ,cortical
2141,13-0647-49L.S202304,2023-04-13 00:47,13.173,-90.289,27.6,3.0,  3.0,     ,     ,18,2.28, 273,   4.3,   3.0,   7.5, L  ,-,      ,      ,     ,subducción interfase
2142,13-0844-59L.S202304,2023-04-13 02:44,13.477,-91.109,62.9,3.3,  3.3,     ,     ,24,0.86, 242,   5.6,   2.3,  10.1, L  ,-,      ,      ,     ,subducción intraplaca
2143,13-1331-50L.S202304,2023-04-13 07:31,13.324,-89.791,34.1,3.1,  3.1,     ,     ,9,0.47, 272,   8.3,   9.0,  13.1, L  ,-,      ,      ,     ,subducción interfase
2144,13-1338-52L.S202304,2023-04-13 07:38,11.892,-88.502,8.9,3.8,  3.8,     ,     ,11,0.8, 253,  20.4,   7.2,  33.0, L  ,-,      ,      ,     ,cortical
2145,13-1404-15L.S202304,2023-04-13 08:04,15.84,-93.962,49.8,3.4,  3.4,     ,     ,9,0.76, 151,   3.5,   2.3,  12.0, L  ,-,      ,      ,     ,subducción interfase
2146,13-1649-42L.S202304,2023-04-13 10:49,15.458,-90.847,0.0,3.0,  3.0,     ,     ,7,1.0, 100,   3.4,   3.6,   0.0, L  ,-,      ,      ,     ,cortical
2147,13-1948-03L.S202304,2023-04-13 13:48,13.906,-89.736,5.0,3.0,  3.0,     ,     ,8,0.42, 174,   4.4,   4.2,   0.0, L  ,-,      ,      ,     ,cortical
2148,13-2000-25L.S202304,2023-04-13 14:00,14.287,-91.804,33.8,3.3,  3.3,     ,     ,18,0.5, 188,   5.5,   7.3,   5.2, L  ,-,      ,      ,     ,subducción interfase
2149,13-2030-28L.S202304,2023-04-13 14:30,13.916,-89.776,6.6,3.0,  3.0,     ,     ,6,0.12, 187,   5.9,   6.4,  13.2, L  ,-,      ,      ,     ,cortical
2150,13-2352-31L.S202304,2023-04-13 17:52,13.88,-91.934,22.0,3.1,  3.1,     ,     ,11,0.37, 289,   5.2,   7.6,   9.5, L  ,-,      ,      ,     ,cortical
2151,14-0034-03L.S202304,2023-04-13 18:34,13.914,-91.744,28.1,3.3,  3.3,     ,     ,14,0.18, 299,   6.8,   8.1,  21.3, L  ,-,      ,      ,     ,subducción interfase
2152,14-0056-18L.S202304,2023-04-13 18:56,12.485,-88.654,10.3,4.6,  4.6,     ,     ,27,1.34, 225,   4.0,   2.3,   7.7, L  ,-,      ,      ,     ,cortical
2153,14-0144-15L.S202304,2023-04-13 19:44,14.983,-88.953,2.2,2.4,  2.4,     ,     ,3,0.14, 303,   6.4,   7.3,  8.4 , L  ,-,      ,      ,     ,cortical
2154,14-0620-48L.S202304,2023-04-14 00:20,13.718,-91.709,36.5,3.5,  3.5,     ,     ,37,0.66, 242,   3.7,   2.4,   8.2, L  ,-,      ,      ,     ,subducción interfase
2155,14-0701-32L.S202304,2023-04-14 01:01,15.334,-90.869,1.0,3.2,  3.2,     ,     ,28,0.41, 160,   1.9,   1.1,  1.8 , L  ,-,      ,      ,     ,cortical
2156,14-0701-33L.S202304,2023-04-14 01:01,15.304,-90.852,0.0,3.4,  3.4,     ,     ,37,0.84,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
2157,14-0727-49L.S202304,2023-04-14 01:27,14.176,-91.727,14.0,3.1,  3.1,     ,     ,22,0.61, 210,   3.9,   3.2,   3.8, L  ,-,      ,      ,     ,cortical
2158,14-1555-30L.S202304,2023-04-14 09:55,12.961,-89.05,13.5,4.6,  4.6,     ,     ,21,0.32, 221,   3.1,   2.1,  4.5 , L  ,-,      ,      ,     ,cortical
2159,14-1555-30R.S202304,2023-04-14 09:55,13.018,-89.044,32.6,4.6,  4.6,  3.9,     ,21,0.4, 218,   3.3,   2.3,   2.3, R  ,-,      ,      ,     ,subducción interfase
2160,14-1706-12L.S202304,2023-04-14 11:06,13.683,-92.754,10.6,4.4,  4.4,     ,     ,29,1.5, 244,   4.1,   3.1,  6.4 , L  ,-,      ,      ,     ,cortical
2161,14-1706-14L.S202304,2023-04-14 11:06,13.719,-92.645,10.9,4.4,     ,  4.4,     ,26,0.6, 242,   5.1,   4.7,   0.0, L  ,-,      ,      ,     ,cortical
2162,14-2127-09L.S202304,2023-04-14 15:27,13.973,-93.121,8.9,4.6,  4.6,     ,     ,22,0.57, 272,   6.4,   6.9,  11.8, L  ,-,      ,      ,     ,cortical
2163,14-2301-22L.S202304,2023-04-14 17:01,14.976,-93.237,35.2,4.0,  4.0,     ,     ,14,0.7, 260,   4.5,   6.1,  13.8, L  ,-,      ,      ,     ,subducción interfase
2164,15-0105-18L.S202304,2023-04-14 19:05,15.301,-89.967,11.8,2.9,     ,  2.9,     ,9,0.8, 147,   6.4,   3.9,  11.5, L  ,-,      ,      ,     ,cortical
2165,15-0518-35L.S202304,2023-04-14 23:18,13.805,-90.581,95.7,3.2,  3.2,     ,     ,27,1.03, 193,   7.2,   4.3,   6.1, L  ,-,      ,      ,     ,subducción intraplaca
2166,15-0623-20L.S202304,2023-04-15 00:23,12.795,-88.568,16.0,3.8,  3.8,     ,     ,37,0.65, 194,   2.7,   1.7,   4.5, L  ,-,      ,      ,     ,cortical
2167,15-0633-53L.S202304,2023-04-15 00:33,14.36,-92.744,17.9,3.1,  3.1,     ,     ,10,0.06, 321,   6.4,   8.7,  11.7, L  ,-,      ,      ,     ,cortical
2168,15-0740-02L.S202304,2023-04-15 01:40,14.917,-87.767,4.3,3.7,     ,  3.7,     ,16,1.6, 162,   7.8,  10.2,  15.3, L  ,-,      ,      ,     ,cortical
2169,15-0823-44L.S202304,2023-04-15 02:23,14.062,-91.821,12.4,3.1,  3.1,     ,     ,24,0.51, 254,   4.2,   3.5,   3.5, L  ,-,      ,      ,     ,cortical
2170,15-1521-41L.S202304,2023-04-15 09:21,15.553,-95.035,29.5,4.6,  4.6,     ,     ,10,0.66, 177,   5.4,   6.9,  33.4, L  ,-,      ,      ,     ,subducción interfase
2171,15-1647-13L.S202304,2023-04-15 10:47,14.128,-93.182,3.4,4.0,  4.0,     ,     ,15,0.73, 277,  13.9,  10.3,  12.8, L  ,-,      ,      ,     ,cortical
2172,15-1819-38L.S202304,2023-04-15 12:19,14.206,-91.991,28.0,3.5,  3.5,     ,     ,15,0.19, 270,  13.4,   6.4,  18.6, L  ,-,      ,      ,     ,subducción interfase
2173,16-0153-18L.S202304,2023-04-15 19:53,14.125,-91.898,15.2,3.1,  3.1,     ,     ,16,0.25, 267,   4.2,   3.4,   4.8, L  ,-,      ,      ,     ,cortical
2174,16-0727-22L.S202304,2023-04-16 01:27,14.47,-90.626,2.8,1.8,  1.8,     ,     ,6,0.16, 186,  10.0,   3.5,   8.2, L  ,-,      ,      ,     ,cortical
2175,16-0918-08L.S202304,2023-04-16 03:18,14.45,-90.223,6.1,1.6,  1.6,     ,     ,8,0.63, 123,   4.5,   2.6,   8.8, L  ,-,      ,      ,     ,cortical
2176,16-0932-16L.S202304,2023-04-16 03:32,14.078,-89.837,1.3,2.8,  2.8,     ,     ,18,0.41, 64 ,  1.7 ,  1.6 ,  1.8 , L  ,-,      ,      ,     ,cortical
2177,16-1507-54L.S202304,2023-04-16 09:07,13.869,-93.352,17.3,3.9,  3.9,     ,     ,13,0.82, 287,  17.6,  14.7,  33.7, L  ,-,      ,      ,     ,cortical
2178,16-1525-27L.S202304,2023-04-16 09:25,13.338,-90.274,12.2,2.9,  2.9,     ,     ,10,0.33, 265,   6.4,   4.0,   9.1, L  ,-,      ,      ,     ,cortical
2179,16-1657-17L.S202304,2023-04-16 10:57,14.191,-90.536,0.0,2.4,  2.4,     ,     ,8,0.89, 184,   3.4,   2.4,   0.0, L  ,-,      ,      ,     ,cortical
2180,16-1742-22L.S202304,2023-04-16 11:42,14.016,-91.493,27.8,3.4,  3.4,     ,     ,14,0.14, 280,   7.0,   3.4,  16.6, L  ,-,      ,      ,     ,subducción interfase
2181,16-1905-42L.S202304,2023-04-16 13:05,14.415,-90.504,0.0,1.6,  1.6,     ,     ,7,0.4, 219,  11.3,   3.3,  14.5, L  ,-,      ,      ,     ,cortical
2182,17-0012-33L.S202304,2023-04-16 18:12,14.059,-89.848,5.7,2.3,  2.3,     ,     ,4,0.09, 164,   2.7,   3.1,   6.4, L  ,-,      ,      ,     ,cortical
2183,17-0014-09L.S202304,2023-04-16 18:14,14.057,-89.849,6.3,1.9,  1.9,     ,     ,4,0.08, 168,   2.7,   3.3,   6.4, L  ,-,      ,      ,     ,cortical
2184,17-0057-41L.S202304,2023-04-16 18:57,16.066,-95.12,36.5,4.3,     ,  4.3,     ,5,0.9, 151,  18.7,  22.5,  52.1, L  ,-,      ,      ,     ,subducción interfase
2185,17-0219-20L.S202304,2023-04-16 20:19,14.071,-89.847,6.3,2.4,  2.4,     ,     ,9,0.28, 132,   2.6,   2.1,   3.2, L  ,-,      ,      ,     ,cortical
2186,17-0708-24L.S202304,2023-04-17 01:08,14.501,-90.633,4.5,1.9,  1.9,     ,     ,14,0.16, 88 ,  2.1 ,  1.4 ,  3.9 , L  ,-,      ,      ,     ,cortical
2187,17-0718-24L.S202304,2023-04-17 01:18,15.313,-94.724,19.3,4.3,  4.3,     ,     ,9,1.4, 186,   5.0,   2.6,  14.1, L  ,-,      ,      ,     ,cortical
2188,17-0834-39L.S202304,2023-04-17 02:34,14.501,-90.638,4.5,1.6,  1.6,     ,     ,7,0.16, 171,   3.5,   2.0,   4.4, L  ,-,      ,      ,     ,cortical
2189,17-1000-34L.S202304,2023-04-17 04:00,14.163,-91.908,21.8,3.3,  3.3,     ,     ,19,0.68, 266,   3.4,   3.7,   3.7, L  ,-,      ,      ,     ,cortical
2190,17-1142-13L.S202304,2023-04-17 05:42,13.995,-91.493,27.9,2.8,  2.8,     ,     ,11,0.24, 282,   7.8,   3.9,  20.0, L  ,-,      ,      ,     ,subducción interfase
2191,17-1209-54L.S202304,2023-04-17 06:09,14.275,-92.572,9.6,3.2,  3.2,     ,     ,6,0.28, 321,  34.2,  12.1,  83.2, L  ,-,      ,      ,     ,cortical
2192,17-1213-46L.S202304,2023-04-17 06:13,15.695,-88.425,4.0,2.6,  2.6,     ,     ,4,0.23, 171,   6.3,   2.4,   6.3, L  ,-,      ,      ,     ,cortical
2193,17-1244-35L.S202304,2023-04-17 06:44,14.155,-91.954,30.5,3.6,  3.6,     ,     ,26,0.82, 232,   3.1,   2.5,   3.1, L  ,-,      ,      ,     ,subducción interfase
2194,17-1810-53L.S202304,2023-04-17 12:10,13.935,-87.795,8.0,3.7,  3.7,     ,     ,14,2.05, 142,   2.9,   1.9,  0.0 , L  ,-,      ,      ,     ,cortical
2195,17-1810-55D.S202304,2023-04-17 12:10,13.925,-87.855,7.6,3.8,     ,  3.8,     ,14,1.4, 140,  10.2,   7.0,  11.1, D  ,-,      ,      ,     ,cortical
2196,17-2154-46L.S202304,2023-04-17 15:54,14.109,-87.725,8.3,3.3,  3.3,     ,     ,8,0.69, 155,   3.2,   2.5,   7.3, L  ,-,      ,      ,     ,cortical
2197,18-0103-23L.S202304,2023-04-17 19:03,14.088,-87.746,0.0,3.3,  3.3,     ,     ,11,0.89, 152,   2.7,   2.0,   0.0, L  ,-,      ,      ,     ,cortical
2198,18-0159-38L.S202304,2023-04-17 19:59,14.067,-89.847,7.7,2.5,  2.5,     ,     ,4,0.11, 153,   2.7,   2.7,   6.0, L  ,-,      ,      ,     ,cortical
2199,18-0200-00L.S202304,2023-04-17 20:00,14.066,-89.843,6.0,1.5,  1.5,     ,     ,3,0.03, 190,   7.8,   8.6,   6.7, L  ,-,      ,      ,     ,cortical
2200,18-0439-22L.S202304,2023-04-17 22:39,14.413,-91.735,77.0,2.3,  2.3,     ,     ,13,0.54, 113,   5.2,   6.6,   6.8, L  ,-,      ,      ,     ,subducción intraplaca
2201,18-0715-06L.S202304,2023-04-18 01:15,14.058,-89.842,7.5,1.3,  1.3,     ,     ,3,0.07, 179,   7.1,   8.7,   5.7, L  ,-,      ,      ,     ,cortical
2202,18-0731-14L.S202304,2023-04-18 01:31,14.07,-89.849,6.1,1.3,  1.3,     ,     ,6,0.06,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
2203,18-0731-15L.S202304,2023-04-18 01:31,14.07,-89.849,3.9,1.3,  1.3,     ,     ,3,0.05, 190,   8.2,   8.9,  6.0 , L  ,-,      ,      ,     ,cortical
2204,18-0737-09L.S202304,2023-04-18 01:37,14.07,-89.841,2.7,2.0,  2.0,     ,     ,9,0.21, 78 ,  2.6 ,  2.4 ,  2.1 , L  ,-,      ,      ,     ,cortical
2205,18-0738-32L.S202304,2023-04-18 01:38,14.088,-89.825,2.0,1.4,  1.4,     ,     ,4,0.17, 222,  16.2,  13.5,  13.0, L  ,-,      ,      ,     ,cortical
2206,18-0741-46L.S202304,2023-04-18 01:41,14.067,-89.847,3.5,1.9,  1.9,     ,     ,5,0.2, 137,   2.7,   2.4,   4.8, L  ,-,      ,      ,     ,cortical
2207,18-0744-07L.S202304,2023-04-18 01:44,14.074,-89.838,2.4,2.2,  2.2,     ,     ,5,0.15, 141,   4.1,   3.7,   6.2, L  ,-,      ,      ,     ,cortical
2208,18-0748-31L.S202304,2023-04-18 01:48,14.077,-89.844,4.8,1.3,  1.3,     ,     ,3,0.06, 211,   9.8,   8.8,   6.5, L  ,-,      ,      ,     ,cortical
2209,18-0833-19L.S202304,2023-04-18 02:33,14.512,-90.629,8.5,1.8,  1.8,     ,     ,13,0.59, 88 ,  2.2 ,  1.7 ,  5.4 , L  ,-,      ,      ,     ,cortical
2210,18-1012-37L.S202304,2023-04-18 04:12,14.408,-93.16,27.8,3.1,  3.1,     ,     ,5,0.51, 291,   9.0,   4.7,  14.4, L  ,-,      ,      ,     ,subducción interfase
2211,18-1150-35L.S202304,2023-04-18 05:50,15.718,-91.036,0.0,1.9,  1.9,     ,     ,4,2.42, 150,   4.4,   3.2,   0.0, L  ,-,      ,      ,     ,cortical
2212,18-1315-02L.S202304,2023-04-18 07:15,14.686,-90.647,0.0,1.5,  1.5,     ,     ,4,0.3, 276,  28.8,   5.5,   0.0, L  ,-,      ,      ,     ,cortical
2213,18-1500-40L.S202304,2023-04-18 09:00,14.564,-90.602,25.3,1.9,  1.9,     ,     ,7,0.52, 189,  12.4,   6.0,  14.4, L  ,-,      ,      ,     ,subducción interfase
2214,18-1726-23L.S202304,2023-04-18 11:26,12.745,-88.711,17.8,4.1,  4.1,     ,     ,12,0.83,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
2215,18-2257-30L.S202304,2023-04-18 16:57,15.81,-88.157,5.0,3.7,  3.7,     ,     ,15,1.81,    ,      ,      ,      , L  ,-,      ,      ,     ,cortical
2216,18-2324-34L.S202304,2023-04-18 17:24,14.067,-89.846,5.3,2.5,  2.5,     ,     ,4,0.14, 150,   3.0,   2.7,   6.2, L  ,-,      ,      ,     ,cortical
2217,18-2352-17L.S202304,2023-04-18 17:52,13.827,-91.613,26.4,3.2,  3.2,     ,     ,10,0.06, 308,  79.4,  37.6,  60.1, L  ,-,      ,      ,     ,subducción interfase
2218,19-0137-30L.S202304,2023-04-18 19:37,15.21,-90.32,174.7,3.2,  3.2,     ,     ,13,0.9, 270,  23.2,   8.6,   7.7, L  ,-,      ,      ,     ,subducción intraplaca
2219,19-0137-41L.S202304,2023-04-18 19:37,14.785,-90.545,82.7,3.0,  3.0,     ,     ,14,0.31,    ,      ,      ,      , L  ,-,      ,      ,     ,subducción intraplaca
2220,19-0419-19L.S202304,2023-04-18 22:19,13.009,-89.449,21.4,3.9,  3.9,     ,     ,22,0.52, 250,   3.4,   1.9,   3.1, L  ,-,      ,      ,     ,cortical
2221,19-0909-58L.S202304,2023-04-19 03:09,13.784,-91.67,20.0,3.5,  3.5,     ,     ,27,0.83, 240,   2.7,   2.3,   4.1, L  ,-,      ,      ,     ,cortical
2222,19-2030-43L.S202304,2023-04-19 14:30,15.104,-93.52,23.1,4.3,  4.3,     ,     ,21,1.19, 180,   3.2,   2.7,  5.6 , L  ,-,      ,      ,     ,cortical
2223,19-2030-43R.S202304,2023-04-19 14:30,15.091,-93.487,35.1,4.3,     ,  4.3,     ,18,0.8, 180,   7.4,   7.2,  15.7, R  ,-,      ,      ,     ,subducción interfase
2224,20-0935-55L.S202304,2023-04-20 03:35,14.075,-89.836,3.8,3.0,  3.0,     ,     ,12,0.29, 67 ,  2.1 ,  1.3 ,  2.3 , L  ,-,      ,      ,     ,cortical
2225,20-1401-24L.S202304,2023-04-20 08:01,14.916,-92.751,0.0,3.0,  3.0,     ,     ,9,0.43, 227,   3.9,   3.2,  0.0 , L  ,-,      ,      ,     ,cortical
2226,20-1459-57L.S202304,2023-04-20 08:59,13.526,-91.784,35.1,5.1,  5.1,     ,     ,43,1.07, 253,   3.7,   4.1,   9.0, L  ,-,      ,      ,     ,subducción interfase
2227,20-1558-43L.S202304,2023-04-20 09:58,13.598,-91.815,11.2,3.7,  3.7,     ,     ,11,1.16, 312,   5.1,   6.1,   5.6, L  ,-,      ,      ,     ,cortical
2228,20-2234-15L.S202304,2023-04-20 16:34,13.938,-91.265,32.2,4.5,  4.5,     ,     ,43,0.63, 198,   2.8,   1.6,   4.4, L  ,2,      ,      ,     ,subducción interfase
2229,20-2333-25L.S202304,2023-04-20 17:33,14.203,-91.965,17.4,2.7,  2.7,     ,     ,11,0.27, 283,   5.3,   4.8,   5.0, L  ,-,      ,      ,     ,cortical
2230,21-0011-35L.S202304,2023-04-20 18:11,14.345,-91.121,72.6,2.7,  2.7,     ,     ,14,0.41, 110,   8.6,   3.6,   7.1, L  ,-,      ,      ,     ,subducción intraplaca
2231,21-0019-25L.S202304,2023-04-20 18:19,14.066,-89.848,4.2,2.0,  2.0,     ,     ,4,0.12, 155,   2.9,   2.7,   5.4, L  ,-,      ,      ,     ,cortical
2232,21-0021-33L.S202304,2023-04-20 18:21,14.535,-92.695,36.1,3.3,  3.3,     ,     ,13,0.5, 253,   5.6,   4.0,   8.4, L  ,-,      ,      ,     ,subducción interfase
2233,21-0103-42L.S202304,2023-04-20 19:03,13.094,-90.1,12.5,3.1,  3.1,     ,     ,13,0.37, 304,   4.2,   4.5,  10.1, L  ,-,      ,      ,     ,cortical
2234,21-0210-54L.S202304,2023-04-20 20:10,14.774,-90.304,0.0,1.5,  1.5,     ,     ,4,0.47, 275,  10.2,   9.1,   0.0, L  ,-,      ,      ,     ,cortical
2235,21-0212-08L.S202304,2023-04-20 20:12,14.55,-90.284,10.0,1.4,  1.4,     ,     ,7,0.48, 162,   6.5,   4.6,   6.9, L  ,-,      ,      ,     ,cortical
2236,21-0415-34L.S202304,2023-04-20 22:15,14.072,-89.854,3.1,1.1,  1.1,     ,     ,4,0.21, 156,   3.9,   4.2,   5.4, L  ,-,      ,      ,     ,cortical
2237,21-0437-52L.S202304,2023-04-20 22:37,14.113,-89.841,4.3,1.1,  1.1,     ,     ,4,0.75, 224,   4.5,   2.8,   5.6, L  ,-,      ,      ,     ,cortical
2238,21-0446-15L.S202304,2023-04-20 22:46,14.28,-91.135,76.3,3.0,     ,  3.0,     ,15,0.3, 217,  36.2,  13.4,  16.2, L  ,-,      ,      ,     ,subducción intraplaca
2239,21-0502-06L.S202304,2023-04-20 23:02,13.451,-91.769,13.6,3.4,  3.4,     ,     ,26,0.61, 270,   4.6,   3.9,   8.0, L  ,-,      ,      ,     ,cortical
2240,21-0542-53L.S202304,2023-04-20 23:42,14.074,-89.854,3.7,0.9,  0.9,     ,     ,4,0.53, 149,   3.2,   2.8,   6.5, L  ,-,      ,      ,     ,cortical
2241,21-0702-32L.S202304,2023-04-21 01:02,13.225,-89.807,12.9,4.5,  4.5,     ,     ,43,0.76, 195,   1.9,   1.3,   2.3, L  ,-,      ,      ,     ,cortical
2242,21-0715-31L.S202304,2023-04-21 01:15,13.113,-89.818,10.4,4.3,  4.3,     ,     ,56,0.69, 207,   1.7,   1.2,   2.1, L  ,-,      ,      ,     ,cortical
2243,21-0721-21L.S202304,2023-04-21 01:21,13.144,-89.842,15.1,3.4,  3.4,     ,     ,19,0.56, 266,   3.4,   2.7,   5.0, L  ,-,      ,      ,     ,cortical
2244,21-0722-02L.S202304,2023-04-21 01:22,13.193,-89.901,5.4,2.6,  2.6,     ,     ,6,0.25, 315,   6.5,   6.6,   8.7, L  ,-,      ,      ,     ,cortical
2245,21-0750-20L.S202304,2023-04-21 01:50,14.073,-89.713,4.3,1.5,  1.5,     ,     ,8,0.25, 117,   2.8,   2.4,   4.1, L  ,-,      ,      ,     ,cortical
2246,21-0751-25L.S202304,2023-04-21 01:51,14.077,-89.727,8.1,1.4,  1.4,     ,     ,6,0.07, 136,   3.3,   4.1,   8.2, L  ,-,      ,      ,     ,cortical
2247,21-0803-51L.S202304,2023-04-21 02:03,13.73,-91.268,45.9,3.1,  3.1,     ,     ,34,0.88, 222,   3.3,   1.8,   6.9, L  ,-,      ,      ,     ,subducción interfase
2248,21-0829-36L.S202304,2023-04-21 02:29,14.067,-89.825,2.9,2.4,  2.4,     ,     ,24,0.35, 66 ,  1.4 ,  1.1 ,  1.4 , L  ,-,      ,      ,     ,cortical
2249,21-0912-04L.S202304,2023-04-21 03:12,13.366,-90.57,19.3,2.5,  2.5,     ,     ,6,3.0, 308,   9.8,   6.6,  13.3, L  ,-,      ,      ,     ,cortical
2250,21-1010-57L.S202304,2023-04-21 04:10,14.464,-92.151,77.7,2.9,  2.9,     ,     ,14,0.49, 194,   8.4,   7.7,   7.6, L  ,-,      ,      ,     ,subducción intraplaca
2251,21-1053-29L.S202304,2023-04-21 04:53,13.368,-91.698,8.8,3.0,  3.0,     ,     ,14,0.44, 287,   6.7,  11.6,  16.8, L  ,-,      ,      ,     ,cortical
2252,21-1922-51L.S202304,2023-04-21 13:22,15.177,-91.428,208.7,3.4,     ,  3.4,     ,23,0.8, 103,   8.3,   6.6,   7.9, L  ,-,      ,      ,     ,subducción intraplaca
2253,21-2329-06L.S202304,2023-04-21 17:29,13.157,-89.612,25.0,4.0,  4.0,     ,     ,53,0.62, 223,   2.6,   1.3,   2.4, L  ,-,      ,      ,     ,cortical
2254,22-0409-22L.S202304,2023-04-21 22:09,14.551,-92.651,35.4,3.5,     ,  3.5,     ,10,0.3, 250,  10.1,   5.0,  23.4, L  ,-,      ,      ,     ,subducción interfase
2255,22-0552-42L.S202304,2023-04-21 23:52,14.104,-93.04,7.8,3.7,  3.7,     ,     ,14,0.56, 285,  15.5,   9.0,  20.5, L  ,-,      ,      ,     ,cortical
2256,22-0631-04L.S202304,2023-04-22 00:31,13.587,-90.966,7.1,2.4,  2.4,     ,     ,8,0.49, 285,   4.2,   9.2,  10.2, L  ,-,      ,      ,     ,cortical
2257,22-0634-44L.S202304,2023-04-22 00:34,13.622,-90.911,71.8,3.1,  3.1,     ,     ,26,1.1, 241,   4.7,   2.2,   7.8, L  ,-,      ,      ,     ,subducción intraplaca
2258,22-0649-37L.S202304,2023-04-22 00:49,14.068,-89.848,4.9,1.3,  1.3,     ,     ,4,0.16, 151,   3.0,   2.7,   5.2, L  ,-,      ,      ,     ,cortical
2259,22-0743-00L.S202304,2023-04-22 01:43,13.934,-93.124,17.0,3.7,  3.7,     ,     ,14,0.37, 280,   7.9,   7.2,  14.9, L  ,-,      ,      ,     ,cortical
2260,22-0819-47L.S202304,2023-04-22 02:19,14.129,-89.843,0.0,1.1,  1.1,     ,     ,3,1.06, 224,   4.2,   3.8,  0.0 , L  ,-,      ,      ,     ,cortical
2261,22-0838-52L.S202304,2023-04-22 02:38,13.126,-91.537,5.0,3.1,  3.1,     ,     ,15,0.49, 296,  13.7,   8.4,  21.7, L  ,-,      ,      ,     ,cortical
2262,22-1340-36L.S202304,2023-04-22 07:40,13.998,-93.351,7.6,4.1,  4.1,     ,     ,23,0.67, 216,   4.6,   3.5,   7.9, L  ,-,      ,      ,     ,cortical
2263,22-1439-44L.S202304,2023-04-22 08:39,14.165,-91.927,27.2,3.2,  3.2,     ,     ,11,0.27, 306,  19.8,  13.4,  31.6, L  ,-,      ,      ,     ,subducción interfase
2264,22-1755-20L.S202304,2023-04-22 11:55,12.879,-90.565,6.4,3.8,  3.8,     ,     ,13,0.54, 302,  11.6,   5.4,  20.5, L  ,-,      ,      ,     ,cortical
